ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000285586800096,0_164,1,"Liu, Yongmin",LIU,YONGMIN,1,2010,Article,2009,fluorescence enhancement by a two-dimensional dielectric annular bragg resonant cavity,optics express,1094-4087,10.1364/oe.18.025029
WOS:000286385600049,0_164,7,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,probing the electromagnetic field of a 15-nanometre hotspot by single molecule imaging,nature,0028-0836,10.1038/nature09698
WOS:000287049100003,0_164,2,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,optical forces in hybrid plasmonic waveguides,nano letters,1530-6984,10.1021/nl103070n
WOS:000289630700029,0_164,1,"Liu, Yongmin",LIU,YONGMIN,1,2011,Review,2009,metamaterials a new frontier of science and technology,chemical society reviews,0306-0012,10.1039/c0cs00184h
WOS:000288003900007,0_164,2,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,plasmonic luneburg and eaton lenses,nature nanotechnology,1748-3387,10.1038/nnano.2010.282
WOS:000299048500026,0_164,3,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,microspectroscopy on perovskite-based superlenses [invited],optical materials express,2159-3930,1
WOS:000293890800060,0_164,3,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,plasmonic airy beams with dynamically controlled trajectories,optics letters,0146-9592,1
WOS:000292849400045,0_164,4,"Liu, Yongmin",LIU,YONGMIN,1,2011,Article,2009,a carpet cloak for visible light,nano letters,1530-6984,10.1021/nl201189z
WOS:000289982600039,0_164,2,"Liu, YM",LIU,YM,2,2011,Article,2009,near-field examination of perovskite-based superlenses and superlens-enhanced probe-object coupling,nature communications,2041-1723,10.1038/ncomms1249
WOS:000302604900008,0_164,5,"Liu, Yongmin",LIU,YONGMIN,1,2012,Article,2009,transparent metals for ultrabroadband electromagnetic waves,advanced materials,0935-9648,10.1002/adma.201104483
WOS:000307439900004,0_164,1,"Liu, Yongmin",LIU,YONGMIN,1,2012,Article,2009,recent advances in transformation optics,nanoscale,2040-3364,10.1039/c2nr31140b
WOS:000308576000072,0_164,1,"Liu, Yongmin",LIU,YONGMIN,1,2012,Article,2009,compact magnetic antennas for directional excitation of surface plasmons,nano letters,1530-6984,10.1021/nl302339z
WOS:000323752000021,0_164,2,"Liu, Yongmin",LIU,YONGMIN,1,2013,Article,2009,a reconfigurable plasmofluidic lens,nature communications,2041-1723,10.1038/ncomms3305
WOS:000325488500001,0_164,1,"Liu, Yongmin",LIU,YONGMIN,1,2013,Article,2009,metasurfaces for manipulating surface plasmons,applied physics letters,0003-6951,10.1063/1.4821444
